username,post_id,upvotedAt,voteWeight,isSuperVote
danielblanchard,post_366,2026-04-22,1,true
sanchezkristen,post_1299,2026-04-02,3,false
thomasnicole,post_1218,2026-04-28,2,true
xperez,post_1663,2026-04-18,3,false
amber54,post_714,2026-04-10,2,true
vberger,post_515,2026-04-05,1,true
newmanandrea,post_877,2026-04-04,1,false
rramos,post_821,2026-04-20,1,true
duarteisaiah,post_184,2026-04-06,2,false
cpittman,post_1864,2026-04-20,3,false
mooremelinda,post_390,2026-04-16,2,true
harry61,post_1300,2026-04-20,2,true
dawnmatthews,post_7,2026-04-11,3,true
belljeremiah,post_1602,2026-04-15,1,true
ohinton,post_1690,2026-04-27,1,true
egutierrez,post_892,2026-04-17,3,true
alisondiaz,post_1931,2026-04-08,3,false
qcurry,post_1898,2026-04-16,1,true
dchen,post_78,2026-04-06,2,false
hector58,post_60,2026-04-15,3,false
ppotter,post_818,2026-04-10,2,true
utrujillo,post_189,2026-04-21,1,false
leslievelez,post_517,2026-04-23,3,true
harrisonjack,post_1131,2026-04-13,1,true
schultzjoshua,post_1357,2026-04-01,1,false
reevesjamie,post_1941,2026-04-21,1,false
fstephens,post_1381,2026-04-09,1,true
oyoung,post_1442,2026-04-19,2,false
crystalmejia,post_1117,2026-04-14,1,true
john99,post_173,2026-04-10,1,true
rodneygallagher,post_394,2026-04-19,2,true
marysims,post_62,2026-04-19,2,false
stricklandsharon,post_447,2026-04-04,1,false
hgarner,post_328,2026-04-22,1,true
ikane,post_906,2026-04-12,1,false
deanmichele,post_986,2026-04-25,1,true
josephodonnell,post_1164,2026-04-11,2,false
belindayates,post_11,2026-04-26,1,true
stephenkoch,post_968,2026-04-14,1,true
ppotter,post_105,2026-04-02,1,false
gonzalezjason,post_647,2026-04-05,2,false
lopezpeggy,post_480,2026-04-26,3,true
kyle60,post_715,2026-04-02,3,false
martinezbeverly,post_1473,2026-04-18,3,true
patricia78,post_789,2026-04-03,2,true
zclay,post_788,2026-04-27,2,true
meyerrichard,post_1179,2026-04-03,1,false
amy55,post_565,2026-04-18,2,false
tyler84,post_1667,2026-04-02,2,false
tkelley,post_1582,2026-04-11,2,true
ewingjohn,post_203,2026-04-07,1,false
juliecarter,post_1407,2026-04-04,3,false
mosesbrenda,post_748,2026-04-05,3,true
faulknerjennifer,post_977,2026-04-01,1,false
zharris,post_1619,2026-04-11,2,true
krausebrian,post_33,2026-04-21,1,true
william66,post_1427,2026-04-08,3,false
samantha83,post_178,2026-04-21,3,false
jacquelinewilson,post_926,2026-04-16,3,true
thomas45,post_1434,2026-04-22,1,false
shamilton,post_1070,2026-04-05,2,false
owinters,post_1272,2026-04-05,2,true
peter58,post_633,2026-04-15,1,true
cyang,post_659,2026-04-02,3,false
pmclaughlin,post_544,2026-04-24,2,true
monicawilliams,post_140,2026-04-11,2,false
vsteele,post_1101,2026-04-15,1,true
bterry,post_358,2026-04-14,1,true
vazquezkevin,post_1573,2026-04-13,1,true
adavis,post_986,2026-04-17,1,true
nelsondominic,post_1934,2026-04-20,2,true
wheelerdonald,post_1994,2026-04-21,3,true
wreilly,post_1538,2026-04-10,2,false
williamwilliams,post_502,2026-04-17,2,false
shelia30,post_1915,2026-04-12,2,false
cynthia73,post_1786,2026-04-18,1,true
seth30,post_1718,2026-04-01,2,true
matthewrogers,post_252,2026-04-25,3,true
julie16,post_1616,2026-04-03,2,true
micheleunderwood,post_1833,2026-04-16,2,false
ashley87,post_991,2026-04-26,3,false
brownangelica,post_1904,2026-04-03,1,true
xherrera,post_647,2026-04-15,1,false
lbest,post_1947,2026-04-26,2,true
tara42,post_688,2026-04-26,3,false
fmorgan,post_255,2026-04-08,3,true
keithsheppard,post_423,2026-04-08,1,true
gregory02,post_558,2026-04-25,2,false
dylangarza,post_1199,2026-04-06,1,true
morrislindsay,post_1823,2026-04-12,1,true
ihicks,post_840,2026-04-15,3,false
maxwell97,post_586,2026-04-28,3,false
simmonsrandy,post_877,2026-04-03,1,false
samanthawhite,post_600,2026-04-11,1,false
jay90,post_1852,2026-04-05,3,false
zclay,post_1717,2026-04-01,2,true
michaelphelps,post_1611,2026-04-27,3,true
michelle95,post_435,2026-04-01,2,false
fblair,post_767,2026-04-22,2,true
vincent06,post_641,2026-04-26,3,false
bellnicholas,post_1964,2026-04-03,2,true
fvaldez,post_1500,2026-04-03,3,true
jamestownsend,post_1150,2026-04-04,2,true
josephreed,post_915,2026-04-06,3,true
adam99,post_383,2026-04-11,1,false
jacksongregory,post_958,2026-04-09,3,false
rlong,post_402,2026-04-04,1,true
shawnmartinez,post_1331,2026-04-21,3,false
jenniferhall,post_1115,2026-04-07,3,false
sarahpoole,post_375,2026-04-26,3,false
coreybond,post_1519,2026-04-24,2,false
kalexander,post_599,2026-04-23,2,true
elaine81,post_350,2026-04-23,2,false
jeffreymorgan,post_1730,2026-04-06,1,true
kathleenguerrero,post_1237,2026-04-16,3,false
maxwelljohn,post_564,2026-04-11,1,false
fhuffman,post_292,2026-04-12,3,true
charlesbowman,post_963,2026-04-04,2,true
bcastaneda,post_271,2026-04-26,2,true
fclements,post_1540,2026-04-03,1,true
randy61,post_525,2026-04-18,3,false
alan35,post_1961,2026-04-19,1,true
cunninghamsusan,post_808,2026-04-01,1,true
keithrush,post_1969,2026-04-24,1,true
cheyennesutton,post_1110,2026-04-28,3,false
jennifer67,post_1214,2026-04-16,2,false
lliu,post_1450,2026-04-28,1,false
scottalexander,post_222,2026-04-15,2,true
willissamantha,post_737,2026-04-01,2,true
tamararogers,post_217,2026-04-04,2,false
barbarawhite,post_1410,2026-04-17,2,true
cnolan,post_685,2026-04-04,1,true
hickmanmaria,post_1174,2026-04-06,1,false
brandon67,post_797,2026-04-27,2,false
marcus35,post_1426,2026-04-05,3,true
fhuffman,post_39,2026-04-07,2,true
hensongary,post_953,2026-04-03,1,true
whiteemily,post_1170,2026-04-13,3,false
kathydaugherty,post_203,2026-04-19,1,true
soniaguerrero,post_262,2026-04-17,2,false
wrightkaren,post_691,2026-04-11,3,true
brockjanet,post_742,2026-04-17,1,true
morenosharon,post_1214,2026-04-15,3,true
victoriakey,post_792,2026-04-21,2,false
carterrobert,post_1867,2026-04-24,3,true
lauren04,post_800,2026-04-14,2,true
cheryl10,post_908,2026-04-15,1,true
castanedalisa,post_1817,2026-04-26,2,false
xdavis,post_115,2026-04-14,3,false
brett19,post_600,2026-04-12,2,false
ngrant,post_930,2026-04-26,3,false
michael94,post_409,2026-04-22,1,true
robinsonbriana,post_145,2026-04-03,3,true
robert42,post_1138,2026-04-12,1,false
julia72,post_846,2026-04-09,2,false
kristinameyer,post_1215,2026-04-01,2,true
cantucaitlin,post_1367,2026-04-21,2,true
jaredharvey,post_130,2026-04-08,2,true
courtneyrollins,post_149,2026-04-16,2,true
smithmario,post_555,2026-04-25,3,true
danielbarrett,post_713,2026-04-26,1,true
kristophersmith,post_1860,2026-04-03,2,false
mayrachel,post_65,2026-04-02,3,false
timothy81,post_1475,2026-04-20,2,true
betty55,post_725,2026-04-23,2,true
justinevans,post_1507,2026-04-13,3,false
vschwartz,post_60,2026-04-13,1,false
deleonjames,post_231,2026-04-09,3,false
monicanguyen,post_1371,2026-04-21,1,false
wmartin,post_1268,2026-04-01,1,false
joanshelton,post_1154,2026-04-27,1,false
ysoto,post_1581,2026-04-13,1,true
bbrooks,post_200,2026-04-01,3,true
julie16,post_482,2026-04-01,3,false
tyler68,post_1828,2026-04-16,2,false
jonesdennis,post_578,2026-04-27,1,false
rhonda91,post_967,2026-04-06,2,false
youngkatherine,post_1773,2026-04-13,1,true
garymarsh,post_1585,2026-04-07,3,true
shane49,post_1431,2026-04-28,3,false
jeffrey49,post_1759,2026-04-04,1,false
bruiz,post_1929,2026-04-07,1,true
hannahknight,post_1359,2026-04-03,3,false
jessicaweaver,post_1254,2026-04-08,1,false
whitemeagan,post_1750,2026-04-04,1,true
michaelcarpenter,post_19,2026-04-17,2,false
jsmith,post_119,2026-04-17,1,true
gamblecharles,post_1465,2026-04-16,3,true
hhernandez,post_170,2026-04-14,2,true
ibaxter,post_426,2026-04-07,1,true
johnglass,post_500,2026-04-21,1,false
wmora,post_1024,2026-04-14,1,false
carlflores,post_1138,2026-04-16,1,true
fpace,post_158,2026-04-15,3,true
whitecynthia,post_636,2026-04-18,2,false
deborahsteele,post_665,2026-04-14,3,true
wrightrobert,post_591,2026-04-12,3,false
timothyfranklin,post_890,2026-04-08,2,true
williamfrey,post_619,2026-04-18,2,false
hreid,post_1400,2026-04-02,3,true
jordanmaria,post_399,2026-04-18,1,true
hlee,post_539,2026-04-27,1,false
nicholas69,post_269,2026-04-16,1,true
pbradford,post_1601,2026-04-19,1,true
kathryn97,post_1055,2026-04-15,2,false
timothy31,post_1012,2026-04-15,2,true
wbrown,post_1538,2026-04-18,1,false
brandon42,post_1029,2026-04-28,1,false
megan59,post_284,2026-04-02,1,true
kingtyler,post_360,2026-04-02,1,false
vparker,post_809,2026-04-22,3,false
petersondonna,post_1355,2026-04-23,3,false
hector58,post_935,2026-04-04,3,true
jonestanya,post_973,2026-04-03,2,false
timothy31,post_97,2026-04-20,2,true
moorekenneth,post_1261,2026-04-01,3,true
brianhudson,post_954,2026-04-12,2,true
moorekenneth,post_1238,2026-04-25,1,true
simpsonmatthew,post_863,2026-04-11,2,true
smiththomas,post_404,2026-04-14,3,false
lnichols,post_1290,2026-04-13,1,true
jeffreythompson,post_968,2026-04-28,2,true
thomas24,post_1496,2026-04-14,1,false
andersonpaul,post_305,2026-04-10,2,false
heatherjohnston,post_1024,2026-04-23,3,true
stewartalbert,post_1944,2026-04-24,1,false
don68,post_1646,2026-04-13,2,true
youngallen,post_549,2026-04-17,1,true
xhill,post_1664,2026-04-26,2,true
jennifermoore,post_271,2026-04-09,3,false
vwong,post_165,2026-04-14,2,false
qmartinez,post_1072,2026-04-17,2,false
donna74,post_361,2026-04-07,1,true
bdixon,post_168,2026-04-24,1,true
sotomelissa,post_510,2026-04-04,2,true
howellpatricia,post_1695,2026-04-14,1,true
christopherhall,post_1332,2026-04-24,2,true
timothyfranklin,post_1247,2026-04-23,3,false
tammy54,post_1648,2026-04-22,3,false
marksmith,post_320,2026-04-14,1,false
tracygregory,post_1326,2026-04-19,3,false
whiteholly,post_130,2026-04-04,2,true
thomas41,post_1424,2026-04-19,2,true
lrobinson,post_1590,2026-04-17,3,false
brookeking,post_1525,2026-04-14,1,true
santanaleah,post_162,2026-04-18,3,false
elizabethhernandez,post_232,2026-04-23,3,false
collierkevin,post_1960,2026-04-20,1,true
vshaw,post_1318,2026-04-05,3,false
bethconway,post_1589,2026-04-22,3,true
williamscorey,post_711,2026-04-23,2,true
afowler,post_696,2026-04-08,3,false
wandakennedy,post_623,2026-04-05,3,false
ysoto,post_892,2026-04-10,3,false
holtwilliam,post_473,2026-04-15,3,false
ashley43,post_554,2026-04-05,1,false
hurstalexander,post_1349,2026-04-03,2,true
gjackson,post_1803,2026-04-03,2,false
stewartjade,post_453,2026-04-16,2,true
rebecca98,post_365,2026-04-09,1,true
kennedylauren,post_1980,2026-04-24,2,false
marshtyrone,post_1398,2026-04-24,1,false
josephgallagher,post_1987,2026-04-20,2,true
krausebrian,post_628,2026-04-06,2,false
johnvaughn,post_1559,2026-04-05,2,true
hunthelen,post_1886,2026-04-17,1,false
pamela42,post_1897,2026-04-16,1,false
xperez,post_560,2026-04-01,3,false
ralph55,post_900,2026-04-07,3,true
jeremycooper,post_1052,2026-04-24,1,true
mejiajoann,post_849,2026-04-16,1,true
xtrujillo,post_1278,2026-04-19,2,false
simmonsrobert,post_1148,2026-04-17,1,false
eharrington,post_1284,2026-04-20,2,false
ritamartin,post_251,2026-04-20,3,true
hesterlaura,post_100,2026-04-28,3,false
xray,post_1889,2026-04-05,3,true
dean10,post_1494,2026-04-05,1,true
ohughes,post_1034,2026-04-08,3,false
kellytraci,post_1892,2026-04-13,1,false
phyllis42,post_1911,2026-04-22,2,false
ecrane,post_447,2026-04-15,3,true
qmartinez,post_1205,2026-04-25,3,false
tylerallen,post_738,2026-04-02,3,true
albertellis,post_445,2026-04-24,3,false
pbryan,post_209,2026-04-13,3,false
alexandermcgee,post_72,2026-04-26,2,false
ecrane,post_1424,2026-04-14,2,false
ptaylor,post_1295,2026-04-27,1,true
sarahschmidt,post_281,2026-04-25,2,false
ucannon,post_1506,2026-04-15,1,true
kprice,post_393,2026-04-19,1,false
tjames,post_706,2026-04-22,1,true
lucaschristina,post_1791,2026-04-14,1,true
ppotter,post_512,2026-04-28,2,false
burnettdeanna,post_1515,2026-04-19,1,false
hunterbrian,post_1442,2026-04-13,3,false
justin79,post_1259,2026-04-07,1,true
acordova,post_1807,2026-04-06,2,true
ortegasara,post_1322,2026-04-25,2,false
lauren72,post_512,2026-04-19,3,false
jennifer42,post_456,2026-04-17,1,false
stephanierodriguez,post_134,2026-04-19,3,false
alexbryant,post_103,2026-04-13,1,false
derrick66,post_755,2026-04-03,2,false
amandaortega,post_543,2026-04-25,1,true
philipandrade,post_1433,2026-04-19,3,false
davisamber,post_491,2026-04-28,1,false
lsmith,post_371,2026-04-22,3,false
caleb75,post_965,2026-04-16,2,false
jennifer42,post_1430,2026-04-17,2,true
foxtaylor,post_129,2026-04-10,3,false
carrjillian,post_1234,2026-04-15,2,true
steven47,post_1758,2026-04-09,2,false
jacobbrown,post_102,2026-04-28,1,true
reginagreen,post_760,2026-04-17,1,true
qstephens,post_1470,2026-04-13,3,true
mtanner,post_582,2026-04-12,2,true
cabreraglenn,post_1810,2026-04-13,2,true
nicolehernandez,post_1590,2026-04-05,2,false
courtney40,post_1339,2026-04-03,3,false
coxwilliam,post_1978,2026-04-14,2,true
pgomez,post_645,2026-04-26,3,false
emilyhamilton,post_1999,2026-04-23,2,false
ymoore,post_54,2026-04-18,2,true
webbbethany,post_180,2026-04-04,2,true
samuel06,post_786,2026-04-24,1,false
brandongonzalez,post_1640,2026-04-20,1,true
angieserrano,post_384,2026-04-20,3,true
mcdonaldbradley,post_823,2026-04-27,1,false
courtneyodonnell,post_1737,2026-04-28,3,true
morganmario,post_562,2026-04-19,3,true
yklein,post_1158,2026-04-24,2,true
dford,post_1850,2026-04-04,1,true
hhawkins,post_26,2026-04-11,2,true
beckjonathan,post_908,2026-04-14,2,false
patrick92,post_183,2026-04-24,3,true
gonzalezjason,post_620,2026-04-12,1,false
laurenrobinson,post_546,2026-04-02,3,false
omcguire,post_1364,2026-04-10,1,false
lauren54,post_1569,2026-04-03,3,true
jlarson,post_915,2026-04-28,2,true
robertstyler,post_1055,2026-04-07,2,false
jamestownsend,post_1730,2026-04-27,3,true
angela18,post_736,2026-04-24,1,false
yporter,post_1475,2026-04-03,2,false
ypotter,post_690,2026-04-20,1,false
mendeztina,post_458,2026-04-12,3,true
michaeldaniels,post_633,2026-04-15,3,true
donnabaker,post_1152,2026-04-18,2,true
rodriguezdouglas,post_1253,2026-04-28,1,false
richard26,post_1557,2026-04-21,2,true
padams,post_690,2026-04-10,2,false
amanda81,post_1725,2026-04-07,2,false
jamesyoung,post_449,2026-04-09,1,true
robertstyler,post_1678,2026-04-19,2,true
stephenkoch,post_1216,2026-04-16,1,true
linda55,post_254,2026-04-19,3,false
cole20,post_1687,2026-04-04,1,true
samuelbarry,post_220,2026-04-01,3,false
latoya71,post_1522,2026-04-13,3,true
umoore,post_1914,2026-04-26,2,false
bradleyrandall,post_85,2026-04-01,1,false
ihouston,post_1838,2026-04-10,1,false
cindyarellano,post_534,2026-04-22,2,false
christopher51,post_1205,2026-04-11,1,true
uholt,post_1961,2026-04-26,1,false
cheyenne27,post_430,2026-04-13,1,false
keith36,post_1627,2026-04-19,1,true
alexander75,post_121,2026-04-28,1,false
shawn21,post_490,2026-04-03,2,false
ivelasquez,post_1223,2026-04-24,3,false
emily13,post_435,2026-04-03,1,true
uharris,post_252,2026-04-06,1,true
hkennedy,post_1514,2026-04-02,2,false
collinsryan,post_0,2026-04-09,1,false
ashleywashington,post_1822,2026-04-20,1,false
victoria60,post_21,2026-04-18,2,false
katie58,post_3,2026-04-17,1,true
ccantrell,post_292,2026-04-03,3,false
josephsims,post_662,2026-04-08,2,true
rsavage,post_1916,2026-04-26,3,true
xcastillo,post_429,2026-04-27,1,false
elizabethbrooks,post_1878,2026-04-26,1,false
qjohnson,post_492,2026-04-08,3,true
lrobertson,post_676,2026-04-19,2,true
ggreen,post_603,2026-04-19,1,true
garciarobin,post_1403,2026-04-01,3,true
fphillips,post_766,2026-04-13,1,false
felicia85,post_905,2026-04-04,1,false
daniel67,post_387,2026-04-22,2,false
wendy90,post_1591,2026-04-09,3,true
alisonhenderson,post_371,2026-04-23,3,false
tammy54,post_629,2026-04-15,1,true
cindyarellano,post_287,2026-04-14,1,false
meyerrichard,post_7,2026-04-22,2,true
bmack,post_1439,2026-04-05,2,true
brandongonzalez,post_732,2026-04-13,1,true
brendalevine,post_1865,2026-04-15,1,true
cookmackenzie,post_1295,2026-04-25,2,false
natasha64,post_1854,2026-04-11,1,false
mchristensen,post_1266,2026-04-26,3,false
perezmiguel,post_789,2026-04-11,3,false
tracygregory,post_1420,2026-04-20,2,true
susan05,post_1311,2026-04-25,2,true
gstokes,post_1552,2026-04-06,1,true
andrewguzman,post_1591,2026-04-21,2,false
gilmorecarl,post_1068,2026-04-21,2,false
belljeremiah,post_1466,2026-04-09,3,false
wardjamie,post_1268,2026-04-25,1,true
joseph07,post_1219,2026-04-12,3,false
buckleyjacob,post_801,2026-04-01,1,false
fphillips,post_457,2026-04-17,1,false
vrodriguez,post_976,2026-04-15,3,false
gabriel32,post_737,2026-04-04,3,false
morganfrances,post_171,2026-04-15,1,false
hopkinsalexander,post_1945,2026-04-09,1,true
igalvan,post_1827,2026-04-07,3,true
dakotawatson,post_674,2026-04-04,2,true
katiemccarthy,post_401,2026-04-22,3,false
leahchan,post_1336,2026-04-06,1,false
rvasquez,post_1371,2026-04-22,1,true
samueladams,post_1820,2026-04-13,1,false
kcannon,post_198,2026-04-04,1,false
amiller,post_872,2026-04-06,1,true
steelealice,post_748,2026-04-22,1,false
patrickconley,post_1009,2026-04-09,1,true
jeremycooper,post_944,2026-04-10,1,false
michaelphelps,post_1393,2026-04-10,2,true
jack28,post_937,2026-04-12,1,true
bgallegos,post_718,2026-04-14,1,true
sandra50,post_832,2026-04-03,1,true
jennifer74,post_261,2026-04-12,1,false
gonzalezjoshua,post_1131,2026-04-26,2,false
michelle13,post_1006,2026-04-13,1,true
mcalderon,post_600,2026-04-12,1,false
meyerrichard,post_269,2026-04-24,1,true
ojohnson,post_604,2026-04-08,2,false
morenoderek,post_1220,2026-04-28,1,false
wagneradriana,post_1049,2026-04-26,2,false
nwest,post_483,2026-04-24,3,false
joshua13,post_587,2026-04-12,2,true
mccannrobert,post_880,2026-04-11,3,true
donnaalvarez,post_1901,2026-04-27,3,false
rose03,post_742,2026-04-27,2,true
alexbryant,post_881,2026-04-22,3,false
evanslisa,post_1452,2026-04-08,1,false
brian88,post_1665,2026-04-15,3,false
gutierreztyrone,post_962,2026-04-20,2,true
matthew56,post_1860,2026-04-19,1,true
nathan77,post_1102,2026-04-11,3,false
tamara50,post_263,2026-04-07,3,true
ggardner,post_374,2026-04-13,1,true
sullivancarol,post_716,2026-04-06,1,true
ngrant,post_503,2026-04-11,1,true
coxwilliam,post_1269,2026-04-28,1,true
brewerlaura,post_141,2026-04-10,1,false
shane82,post_1026,2026-04-07,1,true
swilliamson,post_512,2026-04-22,1,false
lharris,post_1776,2026-04-22,1,true
wilsoneric,post_667,2026-04-08,3,true
andrew91,post_707,2026-04-20,3,true
burnsjames,post_999,2026-04-03,3,true
rfoster,post_1983,2026-04-07,1,false
waltersbreanna,post_1016,2026-04-17,2,true
caleb38,post_726,2026-04-04,1,false
beckershannon,post_1925,2026-04-19,2,true
smithkatie,post_1958,2026-04-27,2,true
davisjames,post_1769,2026-04-19,3,true
phillipowen,post_1590,2026-04-16,3,false
harrisjamie,post_1145,2026-04-26,1,true
martinjacob,post_1086,2026-04-14,1,false
bullockdanielle,post_1848,2026-04-02,3,false
mjohnson,post_111,2026-04-08,3,false
jennifer26,post_457,2026-04-04,1,false
valerie09,post_801,2026-04-12,3,false
npratt,post_1376,2026-04-06,1,false
greenalicia,post_735,2026-04-21,2,true
pjackson,post_157,2026-04-23,1,true
underwoodsean,post_1300,2026-04-26,2,true
hensondavid,post_1408,2026-04-23,3,true
melissajackson,post_545,2026-04-10,1,true
jonathan47,post_1389,2026-04-11,2,true
wagneradriana,post_829,2026-04-14,3,false
cassandragarcia,post_1514,2026-04-03,3,true
nrodriguez,post_731,2026-04-26,2,false
dfritz,post_1522,2026-04-10,1,true
vanessa87,post_1311,2026-04-01,3,false
gonzaleztammy,post_1443,2026-04-13,2,true
jonesbilly,post_1486,2026-04-14,3,false
reneelewis,post_1507,2026-04-14,2,false
bwilliams,post_372,2026-04-05,1,true
ryan63,post_336,2026-04-20,2,true
zkline,post_1269,2026-04-10,1,true
cunninghamvalerie,post_1180,2026-04-16,2,true
uharris,post_808,2026-04-10,2,true
rubiodalton,post_608,2026-04-26,2,true
kelsey34,post_671,2026-04-01,1,true
kentbrandon,post_1202,2026-04-28,1,false
brockjanet,post_1746,2026-04-25,1,false
jesseromero,post_865,2026-04-06,1,false
pmclaughlin,post_1187,2026-04-15,3,true
benjamin36,post_178,2026-04-14,3,true
todd56,post_1737,2026-04-10,3,false
henry19,post_614,2026-04-25,1,false
phernandez,post_1212,2026-04-12,3,false
sanchezdesiree,post_1253,2026-04-20,2,false
fwinters,post_1620,2026-04-26,2,false
dean18,post_184,2026-04-27,1,true
stephen82,post_822,2026-04-01,3,false
medinajohn,post_563,2026-04-06,2,true
tromero,post_1336,2026-04-07,3,false
duncanmichael,post_958,2026-04-04,1,false
stewartjade,post_1626,2026-04-23,3,true
marksaunders,post_935,2026-04-20,3,false
meyerkyle,post_281,2026-04-23,2,false
jenniferfoster,post_1288,2026-04-06,3,true
cbuckley,post_1043,2026-04-20,1,true
bobbylopez,post_544,2026-04-20,1,false
rwoods,post_1118,2026-04-08,2,true
johnsonamber,post_1285,2026-04-15,1,true
cantrellnicole,post_361,2026-04-28,2,false
evanross,post_1123,2026-04-10,2,true
davisgeorge,post_1076,2026-04-22,2,true
lucaswells,post_1806,2026-04-12,2,false
nguyenmiranda,post_337,2026-04-16,2,true
randall91,post_1594,2026-04-27,2,false
bbrown,post_825,2026-04-12,3,true
danielbarrett,post_1104,2026-04-04,3,false
jamesparks,post_669,2026-04-21,2,true
qford,post_1861,2026-04-27,2,false
dyoung,post_963,2026-04-07,2,true
dustin15,post_188,2026-04-20,2,false
ucannon,post_242,2026-04-15,3,false
qcobb,post_1733,2026-04-25,3,true
lydiabrown,post_13,2026-04-11,1,false
jasonallen,post_1558,2026-04-23,3,false
angelcox,post_237,2026-04-14,3,false
taylordiaz,post_220,2026-04-09,1,false
ninaramirez,post_917,2026-04-19,3,false
lisa58,post_739,2026-04-25,3,false
cruzsteven,post_1900,2026-04-08,2,false
christophersanchez,post_660,2026-04-01,3,false
smithholly,post_101,2026-04-06,3,true
ryan82,post_377,2026-04-28,2,true
kellytraci,post_672,2026-04-03,1,false
cheyenne27,post_1559,2026-04-17,2,false
lopezkarl,post_659,2026-04-06,1,false
twright,post_276,2026-04-14,1,false
rodriguezdouglas,post_738,2026-04-28,3,false
gregorydaniels,post_1578,2026-04-02,1,false
weberricky,post_1501,2026-04-20,3,true
megan01,post_1761,2026-04-11,1,true
freemanangela,post_1543,2026-04-06,3,false
alexandria14,post_866,2026-04-11,3,true
margaret68,post_415,2026-04-12,3,true
umorales,post_81,2026-04-10,1,false
perrybrian,post_948,2026-04-12,2,true
spencermaria,post_480,2026-04-19,2,false
mejiaderek,post_1444,2026-04-21,2,false
hollyhernandez,post_1961,2026-04-20,3,false
stacysalas,post_1032,2026-04-10,1,true
jamesyoung,post_1372,2026-04-21,3,false
nunezdaniel,post_1366,2026-04-12,2,false
ireid,post_46,2026-04-18,3,false
lvalentine,post_1704,2026-04-13,1,true
henry19,post_1633,2026-04-20,3,false
courtneysmith,post_1730,2026-04-03,2,false
fpace,post_1215,2026-04-24,3,false
derek01,post_1804,2026-04-22,2,true
alexandermcgee,post_1314,2026-04-09,2,false
chelsea03,post_1867,2026-04-03,1,true
howardandrew,post_1522,2026-04-15,2,true
kellis,post_1783,2026-04-11,2,false
denise66,post_100,2026-04-26,2,true
wendy90,post_1182,2026-04-17,3,false
davisgary,post_1697,2026-04-08,2,false
oneillkim,post_753,2026-04-13,3,true
lisa00,post_487,2026-04-18,1,false
brittany29,post_1648,2026-04-11,1,false
jack28,post_1223,2026-04-22,3,true
lsalas,post_1452,2026-04-14,3,false
rossnicole,post_1306,2026-04-12,3,true
fhodges,post_1546,2026-04-12,2,false
william71,post_252,2026-04-03,1,true
robin53,post_1466,2026-04-14,1,false
mikaylamarshall,post_146,2026-04-17,1,true
ksmith,post_126,2026-04-01,2,false
jackgay,post_1609,2026-04-10,3,true
haleywilson,post_1016,2026-04-10,2,true
pherring,post_340,2026-04-14,3,false
juliathomas,post_729,2026-04-02,2,false
john90,post_1739,2026-04-14,3,false
joanshelton,post_1610,2026-04-23,2,true
smartinez,post_1185,2026-04-09,3,false
smartinez,post_1959,2026-04-01,3,true
marilyn24,post_1848,2026-04-17,3,true
madisonnelson,post_441,2026-04-22,1,false
salazarjoshua,post_1227,2026-04-19,3,false
shelby92,post_1374,2026-04-24,3,false
erinduke,post_1764,2026-04-15,1,false
meyerrichard,post_1370,2026-04-19,3,false
jonathanbarber,post_154,2026-04-13,3,true
sharon86,post_544,2026-04-01,1,true
collinsjoseph,post_416,2026-04-13,2,false
mparrish,post_1489,2026-04-08,3,true
laurenrobinson,post_1277,2026-04-07,2,true
ninaramirez,post_1913,2026-04-11,3,true
haleyangela,post_1526,2026-04-24,3,false
jo74,post_622,2026-04-09,3,false
ymoore,post_283,2026-04-27,3,false
russellmelissa,post_754,2026-04-06,2,true
michelestout,post_128,2026-04-03,2,true
wduncan,post_460,2026-04-06,3,false
joe25,post_288,2026-04-26,1,false
haleyschneider,post_1554,2026-04-12,3,false
thompsonstephanie,post_664,2026-04-01,1,true
colemanariana,post_504,2026-04-01,3,true
swang,post_678,2026-04-14,1,true
jessicaweaver,post_29,2026-04-25,2,true
jimbernard,post_1014,2026-04-14,2,true
joselee,post_1278,2026-04-10,3,false
suzanne71,post_802,2026-04-14,3,true
jamesmatthew,post_12,2026-04-14,1,false
odickson,post_1578,2026-04-09,2,false
snorris,post_1125,2026-04-24,2,true
jprice,post_791,2026-04-11,2,true
jeffrey49,post_176,2026-04-13,2,false
kylethomas,post_848,2026-04-15,2,false
ronaldingram,post_818,2026-04-25,2,false
sean09,post_134,2026-04-07,3,true
johnsontiffany,post_1453,2026-04-24,2,false
michaelwhite,post_1253,2026-04-02,2,false
millerclaudia,post_133,2026-04-07,3,false
gentrymichele,post_870,2026-04-06,2,true
caitlindaniel,post_972,2026-04-26,3,false
hallcassandra,post_482,2026-04-02,3,false
patriciabrewer,post_1214,2026-04-05,1,false
george30,post_1400,2026-04-01,2,false
wesleyellis,post_1854,2026-04-21,2,true
sreynolds,post_221,2026-04-01,3,false
hamiltonnicole,post_1648,2026-04-04,1,false
joseph62,post_1285,2026-04-24,2,false
scottflores,post_1173,2026-04-04,3,false
mreynolds,post_478,2026-04-28,2,false
kimberly64,post_742,2026-04-21,1,false
mariatyler,post_691,2026-04-09,3,true
acruz,post_1965,2026-04-22,3,false
rodriguezstacy,post_1360,2026-04-21,1,true
sydney08,post_17,2026-04-08,2,false
ruiznatalie,post_13,2026-04-01,2,false
pricerebecca,post_583,2026-04-02,1,true
sydney08,post_1486,2026-04-10,3,false
