username,community_name,joinedAt,role,isActive
bryan60,r/FortniteBR,2026-04-16,Member,false
claytonhuang,r/FortniteBR,2026-04-07,Moderator,true
orowe,r/GlobalOffensive,2026-01-27,Moderator,true
joshua17,r/patientgamers,2026-04-23,Moderator,false
gvaughn,r/Minecraft,2026-04-20,Moderator,false
brownbrandon,r/Helldivers,2026-01-07,Moderator,false
ryan93,r/skyrim,2026-04-26,Member,true
wardlogan,r/truegaming,2026-04-20,Member,false
pwood,r/gaming,2026-04-21,Member,false
mitchelllaura,r/FortniteBR,2026-03-16,Member,true
yewing,r/Minecraft,2026-04-18,Moderator,false
burnsjames,r/NintendoSwitch,2026-04-22,Moderator,true
brett61,r/indiegames,2026-03-14,Moderator,false
ffernandez,r/FortniteBR,2026-02-25,Member,false
dwilson,r/patientgamers,2026-01-19,Member,true
keith36,r/NintendoSwitch,2026-02-23,Moderator,false
nguyenrobert,r/gaming,2026-03-05,Moderator,false
jamesmichael,r/Helldivers,2026-01-30,Moderator,true
woconnor,r/Helldivers,2026-04-03,Member,true
danielcantu,r/Minecraft,2026-02-25,Moderator,true
jbutler,r/GlobalOffensive,2026-01-21,Moderator,false
xhunter,r/PS5,2026-04-20,Moderator,true
jesseromero,r/indiegames,2026-01-09,Moderator,true
pamprice,r/FortniteBR,2026-01-11,Moderator,false
crystal66,r/leagueoflegends,2026-04-22,Moderator,true
davismakayla,r/Minecraft,2026-02-17,Moderator,false
tamara50,r/patientgamers,2026-02-01,Member,false
christina67,r/indiegames,2026-04-15,Moderator,false
timothy65,r/NintendoSwitch,2026-02-22,Moderator,false
wlewis,r/truegaming,2026-04-27,Member,false
joseph07,r/Minecraft,2026-04-25,Moderator,true
ericwilliams,r/Minecraft,2026-02-20,Moderator,false
rwoods,r/Valorant,2026-03-03,Moderator,false
tkelley,r/leagueoflegends,2026-01-23,Moderator,false
michael69,r/patientgamers,2026-02-03,Moderator,false
eclark,r/Valorant,2026-03-22,Moderator,false
carrjillian,r/indiegames,2026-03-23,Member,false
wwade,r/pcmasterrace,2026-01-22,Moderator,false
garymarsh,r/pcmasterrace,2026-04-14,Member,false
christinenguyen,r/Minecraft,2026-03-11,Moderator,false
davischad,r/Minecraft,2026-02-02,Member,false
jason31,r/FortniteBR,2026-04-03,Moderator,true
randy77,r/patientgamers,2026-01-03,Moderator,true
stevenjohnson,r/GlobalOffensive,2026-01-28,Member,false
garymarsh,r/indiegames,2026-02-26,Member,false
wheelerdonald,r/Helldivers,2026-02-20,Moderator,true
sfoster,r/leagueoflegends,2026-04-08,Moderator,false
ashley00,r/Helldivers,2026-03-03,Moderator,true
johnsonmatthew,r/PS5,2026-04-08,Moderator,false
jessicatate,r/Minecraft,2026-02-15,Member,false
suttonamber,r/Helldivers,2026-01-31,Member,true
thomas45,r/skyrim,2026-03-02,Moderator,false
amy45,r/PS5,2026-01-29,Member,true
christian13,r/Minecraft,2026-03-17,Member,true
hrichards,r/patientgamers,2026-01-22,Moderator,false
phillipbarron,r/patientgamers,2026-01-16,Moderator,true
sarah48,r/truegaming,2026-01-21,Member,false
gregoryyang,r/leagueoflegends,2026-03-26,Member,true
rogersruben,r/PS5,2026-04-28,Member,true
omar74,r/gaming,2026-04-03,Member,true
patriciaholden,r/indiegames,2026-02-02,Moderator,false
marymiller,r/Helldivers,2026-04-08,Moderator,false
ukelly,r/GlobalOffensive,2026-03-03,Moderator,false
sotoapril,r/FortniteBR,2026-04-17,Member,false
angelaward,r/NintendoSwitch,2026-02-10,Moderator,true
michelle49,r/EldenRing,2026-04-11,Member,false
wendy56,r/gaming,2026-02-02,Member,false
smithdaniel,r/patientgamers,2026-04-27,Member,true
spencejeffrey,r/patientgamers,2026-04-02,Moderator,false
mjohnson,r/Valorant,2026-01-17,Member,false
tsmith,r/PS5,2026-01-02,Moderator,true
matthew63,r/EldenRing,2026-01-10,Moderator,true
meganforbes,r/patientgamers,2026-01-27,Moderator,true
anita25,r/NintendoSwitch,2026-01-17,Member,false
sanchezkristen,r/truegaming,2026-02-02,Member,true
whitecynthia,r/gaming,2026-01-15,Member,true
nicholas95,r/EldenRing,2026-03-12,Moderator,false
welchdawn,r/Valorant,2026-03-09,Member,false
stoneelizabeth,r/PS5,2026-01-17,Moderator,false
michael35,r/leagueoflegends,2026-01-16,Member,true
fvaldez,r/pcmasterrace,2026-03-08,Member,false
bgeorge,r/patientgamers,2026-02-11,Member,true
esmith,r/skyrim,2026-02-22,Moderator,false
ralphcortez,r/truegaming,2026-03-14,Moderator,true
ysmith,r/NintendoSwitch,2026-02-26,Member,true
nicolesalas,r/PS5,2026-02-11,Moderator,true
vweiss,r/EldenRing,2026-01-21,Moderator,true
ahall,r/leagueoflegends,2026-02-16,Member,true
kerrylynn,r/truegaming,2026-01-01,Member,true
gardnerscott,r/GlobalOffensive,2026-04-12,Member,false
kevin45,r/NintendoSwitch,2026-02-20,Moderator,false
courtneysmith,r/patientgamers,2026-04-23,Moderator,true
jonathanbarber,r/Valorant,2026-02-07,Moderator,false
andrewguzman,r/PS5,2026-04-11,Member,false
qduncan,r/gaming,2026-02-06,Moderator,true
sjohnston,r/skyrim,2026-03-26,Member,true
mcervantes,r/patientgamers,2026-01-23,Member,false
jacobtapia,r/pcmasterrace,2026-03-27,Member,false
jhuffman,r/NintendoSwitch,2026-02-12,Member,false
cantucaitlin,r/skyrim,2026-04-17,Member,true
beckcharles,r/patientgamers,2026-01-28,Member,true
ireid,r/PS5,2026-01-26,Moderator,true
uhines,r/Minecraft,2026-02-27,Member,true
eclay,r/GlobalOffensive,2026-02-09,Moderator,false
fmorgan,r/gaming,2026-02-15,Moderator,true
faulknermarcus,r/patientgamers,2026-02-21,Moderator,false
sheilahernandez,r/patientgamers,2026-03-30,Moderator,true
lmorris,r/PS5,2026-01-25,Member,false
vgomez,r/FortniteBR,2026-01-15,Member,false
alexandermcgee,r/FortniteBR,2026-04-06,Moderator,false
gonzalezscott,r/PS5,2026-03-06,Member,false
nelsondominic,r/indiegames,2026-02-09,Member,false
annholmes,r/PS5,2026-03-02,Member,true
haysamanda,r/patientgamers,2026-01-25,Moderator,false
petersenshannon,r/truegaming,2026-04-01,Member,false
kirbyjames,r/truegaming,2026-04-13,Moderator,true
williamsgina,r/GlobalOffensive,2026-03-17,Member,false
lauren72,r/Helldivers,2026-04-23,Member,true
johnsondavid,r/PS5,2026-01-17,Member,false
kstokes,r/truegaming,2026-01-11,Moderator,true
gregoryyang,r/truegaming,2026-01-02,Moderator,false
vblack,r/EldenRing,2026-03-17,Moderator,false
john99,r/truegaming,2026-02-15,Member,true
cassandra87,r/pcmasterrace,2026-01-15,Member,true
kathyjohnson,r/NintendoSwitch,2026-02-02,Moderator,true
gutierrezbrandy,r/patientgamers,2026-01-29,Moderator,false
barbara93,r/Minecraft,2026-02-17,Member,false
pmclaughlin,r/PS5,2026-03-07,Member,false
williamsanchez,r/pcmasterrace,2026-04-06,Moderator,false
sanchezmichael,r/pcmasterrace,2026-03-02,Member,false
megan01,r/GlobalOffensive,2026-02-23,Moderator,false
megan01,r/patientgamers,2026-02-14,Moderator,true
sreynolds,r/pcmasterrace,2026-03-23,Member,false
stewartjessica,r/Helldivers,2026-04-08,Member,true
jnichols,r/patientgamers,2026-02-19,Moderator,false
bnichols,r/truegaming,2026-02-19,Member,false
patrick83,r/indiegames,2026-02-14,Member,true
garrettsusan,r/PS5,2026-02-09,Moderator,true
fgreen,r/NintendoSwitch,2026-04-03,Member,true
stewartmiranda,r/PS5,2026-02-23,Moderator,true
gregory02,r/skyrim,2026-04-23,Member,false
carlsongeoffrey,r/GlobalOffensive,2026-03-04,Moderator,true
ldonovan,r/NintendoSwitch,2026-04-24,Moderator,true
tmoreno,r/PS5,2026-02-27,Moderator,true
zmartinez,r/truegaming,2026-01-15,Member,true
sgreen,r/skyrim,2026-01-30,Member,true
richard99,r/GlobalOffensive,2026-03-10,Moderator,false
ebaldwin,r/FortniteBR,2026-01-20,Moderator,true
jamescox,r/NintendoSwitch,2026-04-17,Member,true
alexbeck,r/leagueoflegends,2026-04-02,Member,false
aaguilar,r/Minecraft,2026-04-20,Moderator,false
wquinn,r/PS5,2026-04-07,Moderator,true
agould,r/GlobalOffensive,2026-03-05,Member,false
joshua13,r/gaming,2026-03-14,Moderator,false
garylee,r/GlobalOffensive,2026-03-16,Moderator,false
thompsonstephanie,r/FortniteBR,2026-02-11,Moderator,false
ralexander,r/Helldivers,2026-02-10,Member,true
douglaslopez,r/Valorant,2026-01-12,Member,false
anthony96,r/Helldivers,2026-02-24,Member,false
laceyday,r/pcmasterrace,2026-02-23,Member,true
carol43,r/skyrim,2026-02-04,Moderator,false
kimberly60,r/indiegames,2026-01-03,Member,true
laceyday,r/Minecraft,2026-02-26,Member,false
scottvalerie,r/FortniteBR,2026-04-05,Member,true
kathyjohnson,r/GlobalOffensive,2026-03-22,Member,false
james32,r/leagueoflegends,2026-01-05,Member,true
lisa00,r/patientgamers,2026-04-21,Member,true
jim50,r/EldenRing,2026-01-29,Member,true
evanslisa,r/truegaming,2026-03-07,Member,false
edward86,r/Minecraft,2026-01-03,Member,true
xcastillo,r/PS5,2026-03-10,Member,false
jtorres,r/leagueoflegends,2026-04-11,Member,true
zgreen,r/PS5,2026-02-06,Moderator,false
msexton,r/Valorant,2026-03-09,Moderator,true
williamcook,r/Valorant,2026-02-01,Member,true
blawson,r/FortniteBR,2026-04-18,Moderator,false
aliciacarey,r/gaming,2026-03-19,Moderator,true
tfoley,r/Minecraft,2026-02-01,Member,true
mfuentes,r/NintendoSwitch,2026-01-29,Moderator,false
joseph08,r/indiegames,2026-01-24,Moderator,true
charlene14,r/Minecraft,2026-04-20,Member,true
sean84,r/gaming,2026-02-20,Member,true
gward,r/truegaming,2026-03-13,Moderator,false
susanrobles,r/GlobalOffensive,2026-01-10,Member,false
daisyhuber,r/patientgamers,2026-02-27,Moderator,false
charlesmejia,r/Minecraft,2026-04-07,Moderator,true
callen,r/FortniteBR,2026-04-21,Moderator,true
williamlee,r/Helldivers,2026-04-07,Moderator,false
tony57,r/gaming,2026-02-08,Member,false
williamyoung,r/gaming,2026-03-13,Member,true
ralphcortez,r/Valorant,2026-02-12,Member,true
scottangela,r/GlobalOffensive,2026-01-21,Member,true
amy31,r/EldenRing,2026-01-14,Member,false
stephanierodriguez,r/Helldivers,2026-04-23,Moderator,true
hernandezeugene,r/GlobalOffensive,2026-02-21,Member,true
weaverterrance,r/Minecraft,2026-03-27,Moderator,true
gregorydaniels,r/indiegames,2026-01-04,Member,false
michael68,r/GlobalOffensive,2026-04-15,Moderator,false
brenda53,r/FortniteBR,2026-01-21,Member,false
michaeldaniels,r/indiegames,2026-04-08,Member,true
lmcdaniel,r/patientgamers,2026-04-24,Moderator,false
scott75,r/skyrim,2026-04-19,Member,true
ojackson,r/PS5,2026-04-20,Moderator,false
elizabethrogers,r/truegaming,2026-02-09,Member,false
daniel93,r/EldenRing,2026-04-12,Moderator,false
millerjanice,r/truegaming,2026-01-29,Member,true
tkelley,r/gaming,2026-02-06,Moderator,false
jbrown,r/truegaming,2026-03-31,Moderator,false
eclay,r/GlobalOffensive,2026-02-22,Member,false
timothyfranklin,r/FortniteBR,2026-04-14,Moderator,false
kcannon,r/indiegames,2026-02-02,Member,true
ureid,r/truegaming,2026-04-03,Member,true
oneillkim,r/Helldivers,2026-04-10,Moderator,false
laura46,r/indiegames,2026-04-10,Member,true
lauren30,r/NintendoSwitch,2026-03-20,Member,false
thenderson,r/leagueoflegends,2026-04-24,Moderator,false
georgeharrell,r/indiegames,2026-01-08,Moderator,true
qnicholson,r/GlobalOffensive,2026-03-16,Member,false
erin53,r/Minecraft,2026-01-15,Moderator,true
pgomez,r/Minecraft,2026-01-24,Member,true
xwalter,r/truegaming,2026-02-10,Moderator,true
tracy57,r/NintendoSwitch,2026-03-21,Moderator,false
andrew58,r/skyrim,2026-01-15,Member,false
pateladam,r/Helldivers,2026-04-28,Moderator,false
bochoa,r/Valorant,2026-03-02,Member,false
joelgray,r/Minecraft,2026-03-29,Moderator,false
haaskevin,r/gaming,2026-03-19,Member,false
bevans,r/skyrim,2026-03-28,Moderator,true
taylorwilliam,r/leagueoflegends,2026-03-06,Member,true
trujilloadam,r/Helldivers,2026-01-29,Member,true
melissa29,r/NintendoSwitch,2026-01-28,Moderator,false
aprilbriggs,r/EldenRing,2026-04-12,Moderator,false
rhonda12,r/leagueoflegends,2026-04-12,Moderator,false
eberry,r/leagueoflegends,2026-03-12,Member,true
stacey70,r/pcmasterrace,2026-03-08,Member,true
ihouston,r/EldenRing,2026-04-02,Member,true
ymoore,r/gaming,2026-02-23,Moderator,true
waynedyer,r/EldenRing,2026-04-15,Moderator,true
scottalexander,r/Valorant,2026-04-20,Moderator,false
dustin15,r/patientgamers,2026-02-12,Member,true
vparker,r/pcmasterrace,2026-02-13,Member,false
madison76,r/FortniteBR,2026-01-04,Moderator,true
jasonallen,r/pcmasterrace,2026-04-23,Member,true
ymoore,r/leagueoflegends,2026-04-09,Moderator,true
acampbell,r/pcmasterrace,2026-03-08,Member,true
keithrush,r/skyrim,2026-03-09,Moderator,false
reedian,r/Valorant,2026-03-12,Moderator,false
lorraine90,r/pcmasterrace,2026-01-21,Moderator,false
kimberlycraig,r/truegaming,2026-01-31,Moderator,false
josephjennifer,r/FortniteBR,2026-02-05,Member,false
ocarpenter,r/gaming,2026-04-18,Member,false
denniskenneth,r/EldenRing,2026-03-07,Member,false
npratt,r/pcmasterrace,2026-04-23,Moderator,false
robertschristy,r/Minecraft,2026-03-01,Member,false
brandonlee,r/leagueoflegends,2026-03-25,Moderator,false
medinachristopher,r/skyrim,2026-01-02,Moderator,true
ymartinez,r/GlobalOffensive,2026-03-30,Moderator,true
andrewarellano,r/NintendoSwitch,2026-03-30,Member,true
sean56,r/pcmasterrace,2026-02-04,Member,false
garciadavid,r/indiegames,2026-04-04,Moderator,true
olivertimothy,r/Helldivers,2026-04-04,Moderator,false
smacdonald,r/Helldivers,2026-02-28,Moderator,true
sean84,r/FortniteBR,2026-02-18,Moderator,false
lucaschristina,r/EldenRing,2026-04-03,Member,true
alyssa58,r/GlobalOffensive,2026-04-06,Member,false
rramos,r/gaming,2026-03-28,Member,true
vmcconnell,r/GlobalOffensive,2026-03-19,Member,true
michaelmitchell,r/NintendoSwitch,2026-01-28,Moderator,true
nprice,r/gaming,2026-04-24,Member,true
patrickflores,r/PS5,2026-04-19,Member,true
robert76,r/NintendoSwitch,2026-03-31,Moderator,false
anthonyyoung,r/leagueoflegends,2026-02-23,Moderator,false
christopher09,r/Helldivers,2026-01-29,Member,false
theodorewhite,r/gaming,2026-03-31,Moderator,false
morganashley,r/GlobalOffensive,2026-02-10,Moderator,true
salazarjoshua,r/PS5,2026-04-27,Moderator,true
opalmer,r/Minecraft,2026-01-29,Moderator,false
mariaolson,r/FortniteBR,2026-02-26,Moderator,true
whiteemily,r/skyrim,2026-02-05,Moderator,false
johnwise,r/FortniteBR,2026-04-28,Member,true
livingstonkimberly,r/indiegames,2026-02-21,Member,true
matthewrhodes,r/pcmasterrace,2026-01-15,Member,true
rgoodwin,r/indiegames,2026-01-18,Member,false
jamesgreene,r/EldenRing,2026-02-09,Member,false
vsullivan,r/Minecraft,2026-01-11,Member,true
cindyarellano,r/patientgamers,2026-01-06,Moderator,true
yporter,r/EldenRing,2026-04-03,Moderator,false
harriskenneth,r/GlobalOffensive,2026-01-27,Moderator,false
bassdebra,r/Minecraft,2026-02-14,Moderator,true
brittney53,r/patientgamers,2026-02-23,Member,false
danielshort,r/NintendoSwitch,2026-03-21,Member,false
dyoung,r/patientgamers,2026-03-29,Member,false
wagneradriana,r/gaming,2026-04-17,Moderator,true
melinda35,r/Valorant,2026-02-14,Member,false
ojennings,r/PS5,2026-01-08,Moderator,false
sandy14,r/NintendoSwitch,2026-04-18,Moderator,true
dadams,r/pcmasterrace,2026-01-01,Moderator,true
fordjulia,r/pcmasterrace,2026-03-15,Moderator,false
hknox,r/skyrim,2026-04-04,Moderator,false
xvalenzuela,r/Helldivers,2026-03-06,Moderator,true
stevensbrenda,r/FortniteBR,2026-01-06,Member,false
timothy08,r/Helldivers,2026-02-12,Moderator,true
mjordan,r/Minecraft,2026-04-11,Member,false
jamesgreene,r/NintendoSwitch,2026-04-24,Member,false
flynnvictor,r/patientgamers,2026-01-04,Moderator,true
susan05,r/FortniteBR,2026-01-02,Member,false
johnfranklin,r/patientgamers,2026-03-12,Member,false
kstokes,r/skyrim,2026-03-02,Moderator,true
brandon67,r/gaming,2026-01-09,Moderator,false
lmurphy,r/Minecraft,2026-03-30,Member,false
anthony50,r/Minecraft,2026-03-13,Member,false
dakotawatson,r/Minecraft,2026-04-09,Moderator,false
nhunter,r/truegaming,2026-01-10,Member,false
ydennis,r/PS5,2026-04-13,Member,false
johnsontiffany,r/EldenRing,2026-03-22,Member,true
jamespatton,r/FortniteBR,2026-03-18,Moderator,true
wileydonna,r/skyrim,2026-02-22,Moderator,false
richardbarbara,r/PS5,2026-02-03,Moderator,true
kvazquez,r/leagueoflegends,2026-01-30,Moderator,true
morenoyvonne,r/truegaming,2026-01-25,Member,false
victoria29,r/FortniteBR,2026-01-03,Moderator,true
jacksonsteven,r/leagueoflegends,2026-03-28,Member,true
jennifer18,r/Valorant,2026-01-13,Moderator,true
sharon35,r/pcmasterrace,2026-01-31,Member,true
rhonda91,r/pcmasterrace,2026-04-20,Moderator,false
jbailey,r/patientgamers,2026-01-18,Member,false
tyler68,r/gaming,2026-01-30,Moderator,false
fjohnson,r/gaming,2026-04-24,Member,false
rebeccajones,r/EldenRing,2026-04-27,Member,false
fhuffman,r/leagueoflegends,2026-04-23,Moderator,false
schultzjoshua,r/truegaming,2026-02-18,Member,true
susanrobles,r/GlobalOffensive,2026-01-16,Moderator,false
pennygibson,r/Helldivers,2026-01-22,Member,true
jtanner,r/truegaming,2026-02-09,Member,true
iperry,r/FortniteBR,2026-02-19,Moderator,true
smithjulia,r/leagueoflegends,2026-03-30,Member,false
beckjonathan,r/NintendoSwitch,2026-01-04,Member,false
marksmith,r/patientgamers,2026-01-01,Member,false
matthew24,r/patientgamers,2026-04-20,Moderator,true
mhenderson,r/patientgamers,2026-01-08,Moderator,false
laurenrobinson,r/patientgamers,2026-01-10,Moderator,false
richardsondebra,r/Valorant,2026-03-27,Moderator,true
robertskristin,r/pcmasterrace,2026-04-04,Moderator,false
cunninghamsusan,r/FortniteBR,2026-01-10,Member,false
kellysmith,r/Minecraft,2026-04-01,Moderator,true
tromero,r/patientgamers,2026-04-20,Member,false
oglover,r/indiegames,2026-01-09,Moderator,true
brandimills,r/PS5,2026-03-03,Moderator,false
ecruz,r/pcmasterrace,2026-01-06,Member,true
jwhitaker,r/PS5,2026-04-21,Member,false
jacksonsteven,r/gaming,2026-04-25,Moderator,false
cporter,r/gaming,2026-03-04,Moderator,true
gravesdavid,r/truegaming,2026-01-30,Moderator,false
carlflores,r/FortniteBR,2026-03-30,Moderator,true
lmurphy,r/GlobalOffensive,2026-04-18,Moderator,true
sallen,r/EldenRing,2026-01-17,Moderator,true
annalynch,r/Minecraft,2026-01-25,Moderator,false
ralphcortez,r/FortniteBR,2026-01-06,Moderator,false
brenda53,r/PS5,2026-03-15,Moderator,false
cantrellstephen,r/NintendoSwitch,2026-02-08,Member,true
maryritter,r/gaming,2026-01-11,Member,false
zimmermanchristopher,r/NintendoSwitch,2026-03-02,Member,false
dchen,r/gaming,2026-04-26,Moderator,true
kyletanner,r/NintendoSwitch,2026-04-28,Member,false
susan05,r/Helldivers,2026-04-22,Moderator,true
collinsdawn,r/indiegames,2026-04-26,Member,true
martinezmarcus,r/EldenRing,2026-03-30,Moderator,false
haaskevin,r/GlobalOffensive,2026-03-16,Moderator,false
stewartjade,r/skyrim,2026-02-27,Moderator,true
derrick49,r/gaming,2026-03-07,Moderator,false
ramirezjeffrey,r/EldenRing,2026-01-27,Member,true
oglover,r/PS5,2026-02-04,Member,false
brittanyaguirre,r/Minecraft,2026-01-17,Moderator,true
lisa10,r/EldenRing,2026-01-16,Moderator,false
simmonsrobert,r/skyrim,2026-04-11,Moderator,true
deanmichele,r/gaming,2026-01-19,Member,false
juanwilliams,r/EldenRing,2026-03-26,Moderator,true
cohenrandall,r/truegaming,2026-02-17,Moderator,false
riveralydia,r/Minecraft,2026-01-21,Member,true
kmckinney,r/NintendoSwitch,2026-02-17,Member,false
richmondjay,r/PS5,2026-01-19,Moderator,false
markmiller,r/gaming,2026-01-11,Moderator,true
iholloway,r/Minecraft,2026-03-03,Member,false
mooreerik,r/leagueoflegends,2026-01-09,Member,true
kfisher,r/GlobalOffensive,2026-03-02,Moderator,false
zwashington,r/indiegames,2026-03-11,Moderator,true
mayjacqueline,r/GlobalOffensive,2026-01-20,Member,false
jaredharvey,r/skyrim,2026-03-09,Moderator,false
elogan,r/leagueoflegends,2026-03-05,Member,true
ashleyalexander,r/indiegames,2026-01-04,Moderator,true
haleyangela,r/Helldivers,2026-02-19,Member,true
laurenrobinson,r/Helldivers,2026-02-22,Member,false
beckcharles,r/Minecraft,2026-01-22,Moderator,false
wpatton,r/Valorant,2026-01-12,Moderator,false
tfuller,r/leagueoflegends,2026-01-15,Moderator,true
sanchezmichelle,r/patientgamers,2026-01-15,Moderator,false
stevenlong,r/Helldivers,2026-02-18,Member,true
patriciamartinez,r/indiegames,2026-01-20,Moderator,true
millerluis,r/skyrim,2026-01-26,Member,true
omarquez,r/GlobalOffensive,2026-04-01,Moderator,false
igrant,r/leagueoflegends,2026-01-07,Member,false
haroldmiller,r/leagueoflegends,2026-03-13,Member,true
marymiller,r/FortniteBR,2026-01-02,Member,false
renee52,r/FortniteBR,2026-01-02,Moderator,false
kcannon,r/PS5,2026-01-22,Member,false
victor09,r/NintendoSwitch,2026-02-28,Moderator,true
jacksonsteven,r/truegaming,2026-03-12,Member,true
darius82,r/indiegames,2026-02-15,Moderator,false
elaineromero,r/skyrim,2026-01-30,Moderator,true
manuelbrown,r/Helldivers,2026-03-14,Member,true
joelgray,r/pcmasterrace,2026-02-09,Member,false
wardjamie,r/indiegames,2026-03-04,Member,true
gary25,r/Valorant,2026-03-22,Member,false
mccartylori,r/EldenRing,2026-04-27,Moderator,false
bnichols,r/FortniteBR,2026-02-20,Member,false
miguelking,r/Helldivers,2026-01-23,Moderator,false
seanwebster,r/Helldivers,2026-02-01,Member,false
heather79,r/leagueoflegends,2026-02-16,Member,false
andrewarellano,r/NintendoSwitch,2026-04-21,Moderator,false
bryan93,r/leagueoflegends,2026-02-23,Member,false
brucemichael,r/truegaming,2026-03-02,Member,true
ashley43,r/NintendoSwitch,2026-01-27,Member,false
krystal33,r/FortniteBR,2026-02-02,Member,false
ovalentine,r/NintendoSwitch,2026-01-28,Moderator,false
evanschristopher,r/Minecraft,2026-03-05,Moderator,false
rgreene,r/GlobalOffensive,2026-02-12,Member,true
john34,r/patientgamers,2026-01-19,Member,false
ysmith,r/pcmasterrace,2026-01-10,Member,false
shelly05,r/GlobalOffensive,2026-02-04,Moderator,false
arnolddenise,r/GlobalOffensive,2026-04-27,Moderator,false
lanetara,r/Minecraft,2026-04-02,Member,false
usanchez,r/skyrim,2026-03-25,Moderator,true
elizabethshaw,r/EldenRing,2026-01-24,Moderator,true
catherine32,r/Valorant,2026-04-17,Moderator,false
emilyjohnson,r/skyrim,2026-03-28,Moderator,true
laura46,r/truegaming,2026-04-07,Member,false
robin53,r/truegaming,2026-01-28,Moderator,true
timothy31,r/FortniteBR,2026-04-05,Member,true
ewheeler,r/skyrim,2026-02-22,Member,false
anthony02,r/pcmasterrace,2026-03-31,Member,true
mooredeanna,r/Helldivers,2026-02-02,Moderator,false
smcknight,r/Minecraft,2026-03-17,Member,false
cmiller,r/NintendoSwitch,2026-03-16,Member,false
martinezmorgan,r/Valorant,2026-03-17,Moderator,false
ptaylor,r/indiegames,2026-01-11,Moderator,true
acampbell,r/GlobalOffensive,2026-04-24,Member,false
patrickjoyce,r/PS5,2026-04-15,Moderator,false
shelly05,r/GlobalOffensive,2026-03-04,Member,false
tmadden,r/Helldivers,2026-04-04,Member,false
salazarjoshua,r/GlobalOffensive,2026-04-13,Member,false
alexandria14,r/GlobalOffensive,2026-03-10,Member,false
robbinslydia,r/skyrim,2026-03-30,Moderator,true
marcjones,r/patientgamers,2026-01-18,Moderator,false
kevin70,r/Helldivers,2026-04-15,Member,true
wodonnell,r/gaming,2026-02-16,Member,true
kirbyjames,r/GlobalOffensive,2026-03-24,Member,false
gsanchez,r/NintendoSwitch,2026-03-11,Member,false
kathyjohnson,r/gaming,2026-02-18,Member,false
john32,r/pcmasterrace,2026-04-17,Moderator,true
yguerrero,r/Valorant,2026-04-17,Member,true
lee81,r/FortniteBR,2026-02-04,Moderator,true
lisamckinney,r/FortniteBR,2026-02-28,Member,true
margaretmartin,r/GlobalOffensive,2026-01-31,Member,true
colonjeremy,r/NintendoSwitch,2026-03-26,Moderator,false
george30,r/PS5,2026-03-29,Member,false
shaunblackburn,r/Minecraft,2026-04-04,Moderator,true
evanzavala,r/pcmasterrace,2026-03-01,Member,false
michael20,r/PS5,2026-04-28,Moderator,true
stevengordon,r/NintendoSwitch,2026-02-06,Moderator,true
fernando07,r/EldenRing,2026-03-26,Moderator,false
madisonnelson,r/truegaming,2026-03-01,Member,true
fmaldonado,r/EldenRing,2026-01-14,Moderator,true
anthonybullock,r/NintendoSwitch,2026-04-15,Member,true
vmoody,r/PS5,2026-04-17,Moderator,false
guzmanbrandi,r/Helldivers,2026-02-02,Member,false
lindastewart,r/Helldivers,2026-03-11,Moderator,true
mccartylori,r/skyrim,2026-04-24,Moderator,true
ssanchez,r/skyrim,2026-02-20,Member,true
imurphy,r/Minecraft,2026-02-02,Member,true
jriddle,r/gaming,2026-01-01,Member,false
gprice,r/FortniteBR,2026-03-24,Member,false
vcurry,r/truegaming,2026-01-22,Moderator,true
gomezsamantha,r/FortniteBR,2026-03-26,Member,true
cmartin,r/NintendoSwitch,2026-03-23,Moderator,true
sgreen,r/gaming,2026-02-12,Moderator,false
bwilson,r/indiegames,2026-01-22,Moderator,true
amanda04,r/Helldivers,2026-01-02,Member,false
scottangela,r/FortniteBR,2026-02-01,Moderator,true
bobbylopez,r/gaming,2026-04-27,Member,false
taylor35,r/patientgamers,2026-03-30,Member,true
anthony86,r/indiegames,2026-01-17,Member,false
kellytraci,r/EldenRing,2026-03-02,Member,false
brownelizabeth,r/EldenRing,2026-03-13,Member,false
smithmario,r/PS5,2026-03-13,Member,false
ebarrett,r/Minecraft,2026-03-08,Moderator,true
holly60,r/gaming,2026-02-22,Moderator,false
andersonpaul,r/Valorant,2026-02-10,Member,true
morrislindsay,r/indiegames,2026-03-23,Moderator,false
lvalentine,r/FortniteBR,2026-02-17,Moderator,false
leestephanie,r/pcmasterrace,2026-03-05,Member,false
victoria58,r/pcmasterrace,2026-01-10,Moderator,false
dnorton,r/gaming,2026-01-19,Member,true
williamlee,r/pcmasterrace,2026-02-03,Member,false
donnaalvarez,r/Valorant,2026-03-26,Moderator,true
williamsmatthew,r/GlobalOffensive,2026-03-01,Moderator,true
nlowery,r/EldenRing,2026-04-28,Moderator,false
christopherrobinson,r/PS5,2026-03-28,Moderator,false
johnsondavid,r/leagueoflegends,2026-03-16,Moderator,true
riddlechristopher,r/gaming,2026-01-27,Moderator,false
christopher42,r/GlobalOffensive,2026-02-24,Moderator,true
adamfrey,r/indiegames,2026-03-16,Moderator,true
tlee,r/PS5,2026-01-30,Member,true
wgonzalez,r/Minecraft,2026-03-22,Member,true
jenniferreynolds,r/skyrim,2026-02-16,Member,true
usmith,r/leagueoflegends,2026-02-19,Moderator,false
seth30,r/Minecraft,2026-03-24,Moderator,true
